1	50.288192ms
2	50.438319ms
3	50.635394ms
4	50.625804ms
5	51.126755ms
6	50.77921ms
7	50.606465ms
8	50.97016ms
9	51.250781ms
10	50.902841ms
11	51.231984ms
12	51.339218ms
13	51.32756ms
14	51.399957ms
15	51.273521ms
16	51.340772ms
17	51.582612ms
18	51.894856ms
19	51.578762ms
20	51.76741ms
21	52.012373ms
22	52.248222ms
23	52.094874ms
24	51.319408ms
25	51.06973ms
26	52.225982ms
27	51.983563ms
28	52.603473ms
29	52.284376ms
30	52.267037ms
31	52.62645ms
32	52.245546ms
33	52.105727ms
34	52.019191ms
35	52.657588ms
36	53.234224ms
37	52.499163ms
38	52.480394ms
39	52.380548ms
40	52.033741ms
41	51.020389ms
42	52.681872ms
43	56.943486ms
44	52.534342ms
45	53.114236ms
46	53.491517ms
47	53.137571ms
48	52.896502ms
49	55.218627ms
50	53.307983ms
51	53.792129ms
52	53.675333ms
53	54.050331ms
54	54.381775ms
55	55.241015ms
56	54.825079ms
57	53.3386ms
58	52.963295ms
59	53.206208ms
60	53.047868ms
61	53.316509ms
62	53.713279ms
63	53.484917ms
64	54.16073ms
65	54.703349ms
66	53.446401ms
67	53.74431ms
68	53.491585ms
69	54.155944ms
70	53.876028ms
71	54.400677ms
72	55.238299ms
73	57.334377ms
74	54.047699ms
75	53.380501ms
76	54.328216ms
77	57.022746ms
78	54.25089ms
79	54.567906ms
80	55.310363ms
81	55.321932ms
82	55.673872ms
83	56.091855ms
84	55.266107ms
85	55.688699ms
86	59.8732ms
87	56.168335ms
88	54.466974ms
89	54.878643ms
90	55.498835ms
91	56.837642ms
92	57.398718ms
93	56.965583ms
94	56.730664ms
95	55.600697ms
96	56.575586ms
97	55.964769ms
98	57.600895ms
99	56.878826ms
100	58.272094ms
101	60.787287ms
102	55.995545ms
103	57.370518ms
104	57.529134ms
105	57.528781ms
106	58.321871ms
107	56.877514ms
108	58.115824ms
109	58.059152ms
110	58.063387ms
111	58.548486ms
112	58.298774ms
113	56.163917ms
114	55.410623ms
115	52.761127ms
116	54.697446ms
117	56.690193ms
118	57.765258ms
119	59.22749ms
120	60.464004ms
121	62.172475ms
122	58.216835ms
123	58.818829ms
124	55.530516ms
125	53.239393ms
126	55.906634ms
127	56.871173ms
128	55.591741ms
129	57.840438ms
130	57.46005ms
131	54.570084ms
132	55.078245ms
133	60.13144ms
134	61.757292ms
135	60.275739ms
136	56.535903ms
137	57.621532ms
138	57.220377ms
139	59.090628ms
140	58.28151ms
141	59.896431ms
142	57.061074ms
143	53.506551ms
144	53.089002ms
145	55.352825ms
146	57.23556ms
147	57.650525ms
148	58.914711ms
149	61.208436ms
150	60.027467ms
151	59.089653ms
152	53.261018ms
153	56.010829ms
154	58.70373ms
155	59.557685ms
156	59.888438ms
157	61.25725ms
158	61.403416ms
159	61.919498ms
160	61.278859ms
161	60.862027ms
162	61.404836ms
163	60.788028ms
164	63.017607ms
165	62.075622ms
166	61.198258ms
167	61.297129ms
168	61.566808ms
169	62.593091ms
170	61.576946ms
171	62.97452ms
172	61.62795ms
173	62.180002ms
174	61.705006ms
175	62.815262ms
176	61.787638ms
177	60.589641ms
178	63.559364ms
179	62.797008ms
180	61.253909ms
181	63.632367ms
182	62.082668ms
183	65.197822ms
184	62.558254ms
185	63.430691ms
186	63.049009ms
187	63.531817ms
188	67.932914ms
189	61.926733ms
190	62.51349ms
191	65.463204ms
192	64.660763ms
193	69.476093ms
194	63.869902ms
195	63.899373ms
196	64.406597ms
197	64.596927ms
198	64.291513ms
199	63.702299ms
200	63.201712ms
201	57.846981ms
202	53.776768ms
203	54.129599ms
204	58.501069ms
205	63.966433ms
206	62.755498ms
207	64.50912ms
208	66.568838ms
209	64.60307ms
210	66.205852ms
211	63.57246ms
212	64.509201ms
213	64.792918ms
214	63.000059ms
215	69.68051ms
216	65.041766ms
217	64.262421ms
218	66.496538ms
219	67.662716ms
220	66.609878ms
221	67.95744ms
222	62.015393ms
223	62.103614ms
224	57.607262ms
225	57.210948ms
226	57.848124ms
227	64.462795ms
228	64.42983ms
229	55.516649ms
230	54.379069ms
231	59.9188ms
232	57.933313ms
233	56.06286ms
234	54.701654ms
235	55.293378ms
236	54.311249ms
237	55.008417ms
238	56.139471ms
239	55.148179ms
240	54.52076ms
241	67.380669ms
242	67.464889ms
243	64.939198ms
244	65.614571ms
245	66.468686ms
246	66.555676ms
247	66.862459ms
248	66.449836ms
249	67.674619ms
250	65.925292ms
251	68.014147ms
252	63.703675ms
253	60.627216ms
254	68.425176ms
255	66.312403ms
256	65.891299ms
257	68.008912ms
258	68.957747ms
259	63.229751ms
260	61.324659ms
261	68.622424ms
262	68.503479ms
263	68.389061ms
264	67.656633ms
265	67.727634ms
266	67.918273ms
267	69.274675ms
268	67.213918ms
269	69.263883ms
270	69.549733ms
271	69.903964ms
272	70.036079ms
273	71.130345ms
274	70.304078ms
275	68.607003ms
276	69.157565ms
277	69.892585ms
278	69.031147ms
279	68.380393ms
280	69.160372ms
281	67.849251ms
282	68.304331ms
283	71.462941ms
284	70.405457ms
285	69.55111ms
286	69.557628ms
287	69.098876ms
288	70.030651ms
289	69.307612ms
290	69.619306ms
291	70.983913ms
292	69.592127ms
293	70.303925ms
294	70.956578ms
295	71.729082ms
296	71.054317ms
297	71.379352ms
298	70.650438ms
299	70.172394ms
300	72.154794ms
301	69.83602ms
302	71.569003ms
303	70.892031ms
304	70.731645ms
305	70.351257ms
306	70.312373ms
307	71.169912ms
308	71.24503ms
309	71.795775ms
310	70.789672ms
311	71.542229ms
312	73.092524ms
313	70.930148ms
314	75.472204ms
315	70.241919ms
316	71.816305ms
317	71.689189ms
318	70.20824ms
319	71.583147ms
320	71.441217ms
321	70.928371ms
322	71.69634ms
323	71.620688ms
324	73.157679ms
325	71.824417ms
326	71.119893ms
327	71.571856ms
328	72.153572ms
329	71.189406ms
330	74.481861ms
331	75.285487ms
