4	219
5	83
48	87
9	78
9	93
19	69
15	960
16	40
14	70
16	53
1	68
48	136
25	52
50	75
37	56
25	64
50	48
35	44
12	34
21	153
20	42
14	31
9	40
10	41
10	40
20	39
14	41
16	41
12	41
17	42
18	41
15	43
17	40
16	34
23	38
14	40
13	42
11	40
15	32
14	32
27	33
6	49
16	37
11	33
12	30
12	40
20	39
15	41
25	39
10	40
23	42
23	40
22	40
16	40
15	42
24	42
14	40
16	39
17	41
23	39
18	38
21	41
25	38
23	41
11	39
13	40
9	41
14	38
9	40
9	41
18	40
19	41
15	40
20	41
18	42
17	42
16	40
18	39
20	38
20	36
21	41
20	40
19	34
27	41
16	32
18	32
17	31
20	41
20	41
21	40
20	33
19	40
27	40
19	33
19	33
19	41
19	40
19	39
19	41
19	32
17	32
26	33
18	32
14	34
15	32
17	40
19	35
12	41
16	36
19	40
15	40
14	39
15	40
16	40
15	33
13	41
15	39
17	39
14	33
14	33
22	34
26	33
21	32
23	32
23	33
18	41
15	39
16	42
16	37
16	37
17	33
20	34
20	40
21	31
27	33
20	35
19	32
27	34
16	34
17	40
18	38
25	40
19	41
13	42
18	36
10	41
21	35
8	36
11	32
22	32
16	33
18	33
15	32
10	39
19	35
13	40
14	41
20	39
28	41
14	40
20	41
14	41
17	34
25	41
14	42
22	39
11	41
19	41
19	40
15	39
24	34
15	32
15	31
23	32
14	33
15	34
24	31
16	40
11	36
14	41
11	40
15	39
19	39
15	41
29	39
22	41
14	35
15	40
17	39
17	41
25	40
13	41
13	39
13	41
17	35
15	40
15	39
14	40
16	39
18	40
16	42
9	38
10	41
17	32
19	31
10	32
11	42
11	42
12	39
15	39
16	34
14	33
12	33
14	31
10	32
12	31
22	31
13	39
21	34
13	36
17	40
18	40
21	40
12	38
16	42
14	38
11	32
17	40
17	41
13	41
14	33
12	35
22	32
17	39
17	33
23	41
19	39
14	41
24	39
18	41
13	39
12	39
11	36
9	39
10	41
13	40
15	40
16	39
13	38
13	42
21	35
7	37
9	32
16	33
18	34
6	39
14	33
12	39
12	33
15	41
19	39
10	40
14	39
15	39
14	40
13	40
8	37
17	40
12	40
16	41
16	39
10	43
13	39
14	37
14	35
12	33
12	32
22	32
14	32
14	34
13	32
17	39
13	35
13	41
13	39
14	40
10	39
15	41
20	40
20	41
20	41
17	40
16	40
10	39
19	31
19	36
17	33
16	33
19	36
14	40
21	32
13	31
17	32
21	34
15	32
21	33
19	33
20	32
22	32
12	31
15	35
11	41
18	41
16	40
16	34
14	37
12	41
9	39
14	40
13	42
12	40
18	41
16	35
15	40
9	39
16	38
8	44
15	41
11	38
13	40
24	35
17	41
27	40
12	42
13	40
17	41
20	40
16	38
17	33
14	41
19	40
18	40
18	39
21	41
21	40
19	41
14	33
18	33
16	32
14	32
18	32
18	33
17	33
19	38
19	35
20	40
17	42
23	40
17	37
21	42
24	40
24	40
21	41
19	31
18	35
17	32
27	33
21	32
19	33
22	39
17	35
14	37
18	40
23	38
26	40
8	43
13	39
20	40
25	33
22	40
13	39
15	39
20	38
23	41
20	40
24	39
22	33
19	31
15	34
16	32
14	32
19	33
21	32
13	38
19	33
17	42
17	31
21	34
16	33
18	34
18	32
19	31
16	35
22	40
16	40
20	39
23	41
23	41
20	38
18	40
22	41
16	32
20	33
18	31
21	33
16	33
13	33
17	40
21	32
24	39
16	40
15	38
27	49
26	42
17	40
24	43
20	36
15	44
19	40
21	39
17	40
19	41
15	40
21	39
28	33
21	31
14	33
15	31
23	32
10	34
17	33
27	40
20	43
21	39
12	41
24	41
12	41
17	36
18	41
19	40
19	33
25	39
19	40
21	41
26	40
14	40
18	40
18	40
18	32
13	32
17	32
20	32
16	33
23	34
21	33
18	39
19	33
15	41
18	39
26	39
29	42
20	36
17	39
17	40
22	33
16	41
16	39
21	41
24	41
16	42
15	42
21	40
27	35
26	40
17	41
20	40
15	38
21	42
19	42
10	35
27	32
21	41
12	40
24	38
25	40
19	41
13	41
20	41
19	35
27	40
28	40
21	40
16	41
21	39
27	39
17	41
17	34
16	32
12	31
27	40
12	41
16	40
11	40
19	38
11	33
24	40
19	40
16	40
10	38
15	41
17	39
12	38
12	34
13	40
13	41
14	36
14	37
13	38
11	42
15	41
11	32
11	43
17	40
18	39
16	41
19	41
14	41
12	34
16	35
11	41
19	40
18	38
15	40
26	42
22	40
26	40
18	33
18	38
12	33
16	32
11	32
13	33
6	37
14	33
8	39
13	32
8	37
8	39
12	32
15	34
11	32
13	33
9	32
11	33
16	33
15	32
15	33
27	42
18	40
17	41
14	36
10	31
10	34
9	32
17	33
15	31
18	32
15	41
12	35
13	41
16	40
11	37
13	39
14	40
18	41
20	38
11	37
13	40
16	42
20	40
14	41
15	41
21	41
14	41
24	40
31	40
23	43
19	39
12	40
13	42
16	42
18	35
14	39
23	36
16	42
19	44
23	39
19	37
21	33
15	34
19	43
15	42
21	39
14	42
20	41
18	45
16	41
21	41
19	35
19	34
15	33
21	31
16	33
18	32
22	32
16	41
22	40
17	40
15	42
28	40
17	41
21	38
15	41
12	41
20	33
15	39
24	39
13	40
13	41
22	40
17	33
22	32
13	35
11	33
14	32
18	32
18	32
12	33
18	33
15	31
14	33
13	32
15	33
19	33
18	32
12	34
11	33
17	34
13	35
14	38
9	40
13	39
15	40
13	41
22	40
12	39
13	33
14	32
15	33
19	31
19	32
20	34
20	33
16	32
14	34
19	31
11	33
17	32
16	32
19	38
14	34
21	32
23	33
10	32
12	31
18	41
17	38
9	45
21	30
13	32
21	33
27	33
17	32
23	33
22	32
19	42
20	39
22	42
12	34
15	34
11	33
18	32
17	43
16	41
16	42
14	40
14	34
13	32
12	31
12	41
13	39
11	41
17	37
26	42
16	34
10	32
16	32
16	33
6	42
13	34
13	33
15	41
26	34
11	39
13	40
22	41
16	40
14	42
11	40
16	41
15	34
14	32
19	32
21	33
13	33
12	32
15	31
17	33
13	33
33	33
14	33
21	33
16	32
14	32
18	35
13	33
21	32
20	33
17	32
28	32
24	33
28	42
15	40
20	40
13	42
19	41
14	41
12	37
18	39
16	40
11	41
18	40
15	40
26	38
22	41
26	40
12	42
20	40
17	41
15	41
13	33
16	40
12	40
17	47
11	40
10	41
10	40
13	39
13	33
13	41
13	39
13	41
13	39
13	41
13	36
20	32
16	43
21	76
22	34
19	38
21	37
22	37
22	48
23	37
21	37
22	35
16	32
25	34
21	33
22	32
20	32
29	34
26	34
27	34
25	31
26	33
20	34
26	32
16	32
22	32
22	34
16	38
20	32
19	31
20	32
17	34
23	37
20	37
21	37
24	36
25	37
21	37
25	41
26	37
24	36
25	40
19	35
20	32
26	33
23	34
22	33
16	31
20	33
23	38
24	34
22	40
23	35
20	40
20	37
28	35
22	40
18	37
27	38
23	32
24	32
18	31
19	37
17	117
14	47
17	42
24	34
26	108
30	32
21	33
15	32
19	34
15	32
15	33
27	33
29	40
14	33
20	32
24	33
26	42
15	39
16	34
13	38
16	32
18	33
15	32
20	32
25	34
24	32
23	41
16	33
20	41
15	40
20	41
17	41
20	41
21	38
14	36
19	35
23	33
24	32
17	34
22	40
29	40
22	39
24	40
26	36
18	33
23	33
25	34
16	33
9	34
16	31
13	33
15	35
17	39
16	32
20	31
20	32
14	34
26	32
27	31
19	34
26	32
17	34
9	32
9	31
23	33
15	37
17	40
14	40
17	34
19	32
24	33
26	80
30	33
21	32
15	41
19	41
15	41
15	39
27	41
29	40
14	39
17	42
20	43
24	35
26	41
15	40
16	40
13	41
16	40
16	41
18	40
15	41
