4	125
5	83
48	55
9	64
9	34
19	35
15	43
16	28
14	54
16	19
1	48
48	67
25	31
50	46
37	29
25	44
50	29
35	20
12	21
21	68
20	19
14	19
9	19
10	20
10	18
20	19
14	20
16	20
12	19
17	19
18	19
15	20
17	19
16	19
23	19
14	19
13	19
11	20
15	20
14	19
27	30
6	36
16	19
11	19
12	20
12	19
20	19
15	19
25	20
10	22
23	19
23	20
22	20
16	20
15	19
24	19
14	20
16	19
17	19
23	20
18	19
21	19
25	20
23	20
11	20
13	19
9	19
14	20
9	20
9	19
18	19
19	19
15	19
20	20
18	20
17	19
16	20
18	20
20	20
20	19
21	20
20	20
19	20
27	21
16	20
18	20
17	19
20	20
20	19
21	21
20	20
19	19
27	20
19	20
19	20
19	21
19	20
19	19
19	20
19	19
17	19
26	21
18	20
14	20
15	19
17	19
19	19
12	19
16	19
19	19
15	20
14	19
15	20
16	20
15	26
13	20
15	19
17	19
14	19
14	19
22	19
26	21
21	20
23	20
23	18
18	19
15	19
16	19
16	19
16	20
17	19
20	20
20	20
21	20
27	21
20	20
19	20
27	21
16	19
17	19
18	19
25	20
19	20
13	20
18	19
10	20
21	20
8	27
11	20
22	20
16	19
18	19
15	19
10	20
19	20
13	19
14	20
20	19
28	20
14	20
20	19
14	19
17	20
25	21
14	20
22	19
11	19
19	20
19	20
15	19
24	20
15	20
15	19
23	20
14	20
15	19
24	20
16	19
11	19
14	19
11	20
15	20
19	19
15	19
29	21
22	21
14	19
15	20
17	19
17	19
25	21
13	21
13	20
13	19
17	19
15	19
15	19
14	20
16	20
18	19
16	20
9	20
10	19
17	20
19	20
10	20
11	19
11	20
12	19
15	20
16	20
14	19
12	20
14	19
10	20
12	19
22	19
13	20
21	20
13	19
17	19
18	20
21	19
12	19
16	20
14	19
11	20
17	19
17	19
13	19
14	19
12	19
22	19
17	20
17	19
23	19
19	19
14	19
24	19
18	20
13	18
12	20
11	20
9	18
10	20
13	19
15	19
16	20
13	19
13	20
21	19
7	28
9	20
16	19
18	20
6	26
14	19
12	20
12	21
15	20
19	19
10	20
14	20
15	19
14	19
13	20
8	27
17	19
12	20
16	20
16	19
10	19
13	20
14	20
14	20
12	19
12	19
22	20
14	19
14	19
13	20
17	20
13	20
13	20
13	20
14	20
10	20
15	19
20	19
20	19
20	21
17	20
16	19
10	19
19	20
19	19
17	19
16	19
19	20
14	20
21	20
13	20
17	19
21	20
15	19
21	20
19	19
20	19
22	20
12	20
15	20
11	20
18	20
16	19
16	20
14	20
12	20
9	20
14	20
13	19
12	18
18	18
16	20
15	20
9	19
16	19
8	26
15	20
11	19
13	18
24	20
17	19
27	21
12	20
13	19
17	20
20	19
16	20
17	20
14	19
19	20
18	20
18	20
21	19
21	20
19	19
14	19
18	19
16	19
14	19
18	19
18	20
17	19
19	20
19	19
20	19
17	19
23	20
17	20
21	19
24	19
24	19
21	19
19	19
18	20
17	19
27	20
21	20
19	19
22	20
17	19
14	20
18	20
23	19
26	31
8	27
13	19
20	19
25	20
22	19
13	19
15	19
20	19
23	19
20	20
24	19
22	21
19	19
15	20
16	20
14	19
19	20
21	19
13	19
19	19
17	19
17	20
21	19
16	20
18	20
18	26
19	19
16	20
22	18
16	19
20	20
23	19
23	20
20	21
18	19
22	20
16	20
20	19
18	19
21	19
16	19
13	21
17	19
21	19
24	20
16	19
15	20
27	20
26	20
17	21
24	19
20	20
15	20
19	19
21	19
17	19
19	19
15	19
21	20
28	19
21	20
14	19
15	19
23	20
10	19
17	19
27	21
20	19
21	19
12	20
24	21
12	19
17	19
18	20
19	20
19	20
25	21
19	20
21	19
26	21
14	20
18	19
18	20
18	20
13	18
17	20
20	20
16	19
23	18
21	20
18	20
19	19
15	19
18	19
26	20
29	19
20	20
17	19
17	19
22	20
16	20
16	19
21	19
24	20
16	20
15	20
21	20
27	21
26	19
17	20
20	19
15	19
21	19
19	20
10	19
27	21
21	19
12	19
24	19
25	21
19	20
13	20
20	21
19	28
27	20
28	19
21	21
16	20
21	19
27	19
17	21
17	20
16	20
12	19
27	20
12	22
16	19
11	19
19	20
11	19
24	20
19	19
16	19
10	19
15	19
17	19
12	19
12	19
13	20
13	20
14	19
14	19
13	19
11	20
15	19
11	19
11	21
17	20
18	20
16	21
19	19
14	20
12	19
16	19
11	19
19	20
18	20
15	19
26	22
22	20
26	21
18	19
18	19
12	18
16	20
11	19
13	20
6	27
14	20
8	27
13	19
8	27
8	26
12	19
15	20
11	19
13	20
9	28
11	19
16	20
15	19
15	19
27	21
18	21
17	20
14	20
10	19
10	19
9	20
17	19
15	20
18	19
15	19
12	19
13	20
16	19
11	20
13	20
14	27
18	19
20	20
11	19
13	29
16	19
20	20
14	20
15	19
21	20
14	20
24	27
31	21
23	19
19	20
12	19
13	20
16	19
18	19
14	20
23	20
16	19
19	20
23	19
19	19
21	20
15	20
19	19
15	20
21	18
14	18
20	19
18	19
16	19
21	20
19	20
19	20
15	19
21	20
16	20
18	19
22	20
16	19
22	20
17	19
15	19
28	29
17	21
21	19
15	19
12	19
20	20
15	19
24	19
13	19
13	19
22	19
17	20
22	19
13	19
11	19
14	19
18	19
18	19
12	19
18	19
15	19
14	20
13	74
15	38
19	19
18	19
12	19
11	19
17	20
13	19
14	19
9	20
13	19
15	20
13	19
22	20
12	20
13	20
14	18
15	20
19	19
19	19
20	20
20	20
16	19
14	32
19	19
11	20
17	20
16	20
19	19
14	20
21	19
23	20
10	19
12	20
18	19
17	19
9	20
21	20
13	19
21	21
27	29
17	21
23	20
22	19
19	19
20	19
22	18
12	20
15	19
11	20
18	21
17	20
16	20
16	20
14	19
14	19
13	19
12	19
12	18
13	20
11	20
17	21
26	20
16	20
10	19
16	20
16	20
6	39
13	28
13	18
15	19
26	20
11	19
13	19
22	19
16	21
14	18
11	19
16	20
15	20
14	21
19	20
21	19
13	19
12	20
15	34
17	20
13	19
33	21
14	20
21	19
16	19
14	20
18	19
13	19
21	18
20	20
17	19
28	21
24	20
28	21
15	21
20	19
13	19
19	19
14	20
12	20
18	20
16	19
11	19
18	19
15	20
26	20
22	20
26	22
12	21
20	21
17	20
15	19
13	19
16	19
12	20
17	20
11	19
10	19
10	21
13	20
13	19
13	21
13	20
13	20
13	20
13	19
13	20
20	20
16	23
21	42
22	20
19	19
21	19
22	19
22	20
23	19
21	19
22	19
16	19
25	31
21	20
22	20
20	19
29	20
26	19
27	19
25	19
26	20
20	22
26	19
16	20
22	19
22	20
16	20
20	20
19	19
20	19
17	19
23	19
20	21
21	19
24	19
25	20
21	20
25	21
26	20
24	20
25	21
19	20
20	19
26	19
23	21
22	20
16	20
20	21
23	20
24	19
22	20
23	20
20	20
20	20
28	21
22	21
18	18
27	21
23	21
24	20
18	19
19	27
17	27
14	25
17	25
24	24
26	107
30	37
21	25
15	26
19	25
15	25
15	25
27	24
29	24
14	25
20	25
24	25
26	23
15	24
16	24
13	24
16	24
18	24
15	24
20	25
25	25
24	25
23	25
16	24
20	25
15	25
20	24
17	24
20	26
21	25
14	23
19	24
23	23
24	25
17	25
22	24
29	26
22	25
24	23
26	24
18	24
23	24
25	24
16	25
9	24
16	26
13	23
15	23
17	24
16	24
20	23
20	23
14	26
26	26
27	24
19	27
26	23
17	23
9	23
9	25
23	25
15	20
17	19
14	19
17	19
19	18
24	19
26	63
30	20
21	19
15	19
19	20
15	19
15	20
27	21
29	20
14	20
17	19
20	18
24	20
26	21
15	20
16	20
13	20
16	19
16	20
18	18
15	19
20	21
25	21
24	26
23	20
16	19
20	20
15	20
20	20
15	20
17	19
20	20
21	21
14	19
19	20
23	19
24	19
17	18
22	20
29	21
22	19
24	19
26	19
18	20
23	19
25	19
16	20
9	21
16	19
13	19
15	21
17	19
16	21
20	20
14	20
20	20
14	20
26	24
27	20
19	20
26	20
17	21
9	19
9	20
23	18
11	20
14	22
19	21
24	21
25	98
18	30
17	22
15	23
17	22
17	20
19	21
11	22
14	20
20	21
13	20
13	22
12	22
14	21
14	20
17	20
17	22
14	21
15	21
15	22
15	21
19	21
11	19
17	21
15	22
15	22
14	23
16	23
16	22
19	22
14	21
16	19
18	20
48	85
25	34
50	73
41	42
25	19
50	27
39	20
16	27
17	21
16	20
21	20
17	19
27	22
25	20
25	19
24	21
23	25
23	19
22	19
27	19
26	19
23	21
25	19
24	19
29	19
20	21
22	20
28	19
21	20
28	19
23	19
21	21
22	19
18	19
26	19
24	19
18	20
20	21
19	19
18	19
22	19
20	19
20	19
28	20
26	20
20	21
25	20
32	19
28	20
24	21
27	19
24	21
8504	3783
102416	3174
17	44
13	29
96	82
64	21
11	70
8	82
8	48
9	61
10	42
9	48
5	51
4	33
12	36
32	20
8	26
24	23
13	59
8	34
288	70
8	83
15	40
640	64
25	27
13	19
32	19
32	20
12	19
11	19
36	49
40	41
64	31
64	38
64	32
64	32
64	38
40	44
48	41
56	33
48	34
56	32
56	34
64	34
64	34
320	1771
20	35
276	239
21	38
26	36
27	31
536	57
12	19
9	20
12	20
31	76
1056	181
16	39
128	36
27	69
16	20
25	40
25	33
24	32
12	19
2096	188
9	18
27	42
28	45
128	48
30	36
9	35
12	34
1	53
9	42
9	28
1	38
32	34
11	24
18	23
16	20
15	20
17	19
19	19
20	20
17	20
16	19
16	20
18	20
20	20
18	20
17	20
17	19
19	19
13	19
21	20
21	19
22	25
26	96
21	22
16	19
18	19
20	19
25	19
12	22
22	20
15	19
16	19
17	20
18	20
25	21
21	22
16	20
15	19
15	21
12	21
10	20
9	20
24	19
733	100
148	95
56	40
360	113
144	37
576	38
1152	152
